"","specimen_id","run","lanai_side","ek_day1","ek_day5","ek_day9","ek_delta","treatment","temp","rlc_order","plant_id","species","perc_delta"
"254","ul2-2","3.5","diamond",72.3,59.4,57.9,-0.199170124481328,"2",20,2,32,"ul",-19.917
"255","ul2-3","3.5","diamond",91,84,114.4,0.257142857142857,"3",20,2,32,"ul",25.714
"256","ul2-4","3.5","diamond",85.6,94,91.4,0.0677570093457945,"4",20,2,32,"ul",6.776
"257","hm3-1","3.5","diamond",140.8,79,71.1,-0.495028409090909,"1",27,3,33,"hm",-49.503
"258","hm3-2","3.5","diamond",100.6,68,46,-0.542743538767396,"2",27,3,33,"hm",-54.274
"259","hm3-3","3.5","diamond",117.9,60.2,65,-0.448685326547922,"3",27,3,33,"hm",-44.869
"260","hm3-4","3.5","diamond",128.6,64.6,54,-0.580093312597201,"4",27,3,33,"hm",-58.009
"261","ul3-1","3.5","diamond",72.8,62.1,59.3,-0.18543956043956,"1",27,3,33,"ul",-18.544
"262","ul3-2","3.5","diamond",85.4,41.2,63.7,-0.254098360655738,"2",27,3,33,"ul",-25.41
"263","ul3-3","3.5","diamond",66.1,87.4,88.8,0.343419062027232,"3",27,3,33,"ul",34.342
"264","ul3-4","3.5","diamond",89.4,95.9,98.6,0.102908277404922,"4",27,3,33,"ul",10.291
"265","hm4-1","3.5","diamond",115.6,67.4,53.5,-0.53719723183391,"1",27,4,34,"hm",-53.72
"266","hm4-2","3.5","diamond",117.3,74.8,50.5,-0.569479965899403,"2",27,4,34,"hm",-56.948
"267","hm4-3","3.5","diamond",135.5,76.7,53.7,-0.603690036900369,"3",27,4,34,"hm",-60.369
"268","hm4-4","3.5","diamond",112.9,84.3,65.8,-0.41718334809566,"4",27,4,34,"hm",-41.718
"269","ul4-1","3.5","diamond",59,64.4,69,0.169491525423729,"1",27,4,34,"ul",16.949
"270","ul4-2","3.5","diamond",54.8,79.3,75.2,0.372262773722628,"2",27,4,34,"ul",37.226
"271","ul4-3","3.5","diamond",49.7,97.2,92.1,0.853118712273642,"3",27,4,34,"ul",85.312
"272","ul4-4","3.5","diamond",53,104.3,97.2,0.833962264150943,"4",27,4,34,"ul",83.396
"273","hm5-1","3.5","diamond",159.9,73.6,36.1,-0.774233896185116,"1",30,5,35,"hm",-77.423
"274","hm5-2","3.5","diamond",136.6,79.6,44.7,-0.672767203513909,"2",30,5,35,"hm",-67.277
"275","hm5-3","3.5","diamond",138.5,79.4,56.8,-0.589891696750903,"3",30,5,35,"hm",-58.989
"276","hm5-4","3.5","diamond",121.7,111.2,80.4,-0.339359079704191,"4",30,5,35,"hm",-33.936
"277","ul5-1","3.5","diamond",81.8,93.8,70.9,-0.133251833740831,"1",30,5,35,"ul",-13.325
"278","ul5-2","3.5","diamond",113.4,108,83.7,-0.261904761904762,"2",30,5,35,"ul",-26.19
"279","ul5-3","3.5","diamond",102.6,110.2,94.8,-0.0760233918128655,"3",30,5,35,"ul",-7.602
"280","ul5-4","3.5","diamond",73,123.8,84.6,0.158904109589041,"4",30,5,35,"ul",15.89
"281","hm6-1","3.5","diamond",105,69.9,51,-0.514285714285714,"1",30,6,36,"hm",-51.429
"282","hm6-2","3.5","diamond",106.3,65.8,54.2,-0.490122295390404,"2",30,6,36,"hm",-49.012
"283","hm6-3","3.5","diamond",135.9,68.3,62.4,-0.54083885209713,"3",30,6,36,"hm",-54.084
"284","hm6-4","3.5","diamond",92.5,87.2,52.4,-0.433513513513514,"4",30,6,36,"hm",-43.351
"285","ul6-1","3.5","diamond",77.1,80.4,74.3,-0.0363164721141375,"1",30,6,36,"ul",-3.632
"286","ul6-2","3.5","diamond",59.9,76.1,65.6,0.0951585976627712,"2",30,6,36,"ul",9.516
"287","ul6-3","3.5","diamond",69.5,86.9,76.3,0.097841726618705,"3",30,6,36,"ul",9.784
"288","ul6-4","3.5","diamond",73,95.5,67.2,-0.0794520547945205,"4",30,6,36,"ul",-7.945
"289","hm1-1","4","ewa",138.4,135.3,104,-0.248554913294798,"1",20,1,37,"hm",-24.855
"290","hm1-2","4","ewa",97.6,134.7,87.1,-0.107581967213115,"2",20,1,37,"hm",-10.758
"291","hm1-3","4","ewa",98.2,112.2,85.2,-0.132382892057026,"3",20,1,37,"hm",-13.238
"292","hm1-4","4","ewa",128.5,136,91.5,-0.287937743190661,"4",20,1,37,"hm",-28.794
"293","ul1-1","4","ewa",106.8,85.3,85.9,-0.195692883895131,"1",20,1,37,"ul",-19.569
"294","ul1-2","4","ewa",93.9,97.7,87.3,-0.0702875399361023,"2",20,1,37,"ul",-7.029
"295","ul1-3","4","ewa",110.7,112.8,102.8,-0.0713640469738031,"3",20,1,37,"ul",-7.136
"296","ul1-4","4","ewa",120.8,115.4,97,-0.197019867549669,"4",20,1,37,"ul",-19.702
"297","hm2-1","4","ewa",124.4,155.6,103.6,-0.167202572347267,"1",20,2,38,"hm",-16.72
"298","hm2-2","4","ewa",99.7,142.3,38.6,-0.61283851554664,"2",20,2,38,"hm",-61.284
"299","hm2-3","4","ewa",101.9,116.4,83,-0.185475956820412,"3",20,2,38,"hm",-18.548
"300","hm2-4","4","ewa",131.8,95.1,98.2,-0.254931714719272,"4",20,2,38,"hm",-25.493
"301","ul2-1","4","ewa",114.8,76.5,68.8,-0.400696864111498,"1",20,2,38,"ul",-40.07
"302","ul2-2","4","ewa",95.1,75.3,56.4,-0.406940063091483,"2",20,2,38,"ul",-40.694
"303","ul2-4","4","ewa",79.6,78.9,78.1,-0.0188442211055276,"4",20,2,38,"ul",-1.884
"304","ul2-3","4","ewa",97,76.8,69.4,-0.284536082474227,"3",20,2,38,"ul",-28.454
"305","hm3-1","4","ewa",90.7,79.9,60.8,-0.329658213891952,"1",27,3,39,"hm",-32.966
"306","hm3-2","4","ewa",119.6,64.6,48.1,-0.597826086956522,"2",27,3,39,"hm",-59.783
"307","hm3-3","4","ewa",103.8,108.2,63.4,-0.389210019267823,"3",27,3,39,"hm",-38.921
"308","hm3-4","4","ewa",92.8,93.9,84.4,-0.0905172413793103,"4",27,3,39,"hm",-9.052
"309","ul3-1","4","ewa",74.2,62.2,72.8,-0.018867924528302,"1",27,3,39,"ul",-1.887
"310","ul3-2","4","ewa",74.9,81.4,55,-0.265687583444593,"2",27,3,39,"ul",-26.569
"311","ul3-3","4","ewa",73.9,93.5,102.5,0.38700947225981,"3",27,3,39,"ul",38.701
"312","ul3-4","4","ewa",66.5,91.1,77.9,0.171428571428572,"4",27,3,39,"ul",17.143
"313","hm4-1","4","ewa",105.1,68.2,57.2,-0.455756422454805,"1",27,4,40,"hm",-45.576
"314","hm4-2","4","ewa",145.8,68.3,68.4,-0.530864197530864,"2",27,4,40,"hm",-53.086
"315","hm4-3","4","ewa",153.4,66.6,158.2,0.0312907431551498,"3",27,4,40,"hm",3.129
"316","hm4-4","4","ewa",119.3,96.8,95.8,-0.196982397317687,"4",27,4,40,"hm",-19.698
"317","ul4-1","4","ewa",107.5,88.3,66.8,-0.378604651162791,"1",27,4,40,"ul",-37.86
"318","ul4-2","4","ewa",101.9,80.1,51.2,-0.497546614327772,"2",27,4,40,"ul",-49.755
"319","ul4-3","4","ewa",103.2,85.9,70.2,-0.319767441860465,"3",27,4,40,"ul",-31.977
"320","ul4-4","4","ewa",98.1,94.6,54,-0.44954128440367,"4",27,4,40,"ul",-44.954
"321","hm5-1","4","ewa",108.7,69.3,39.1,-0.640294388224471,"1",30,5,41,"hm",-64.029
"322","hm5-2","4","ewa",151.8,81.9,57.4,-0.621870882740448,"2",30,5,41,"hm",-62.187
"323","hm5-3","4","ewa",127.9,65.6,42.1,-0.670836591086787,"3",30,5,41,"hm",-67.084
"324","hm5-4","4","ewa",164,99.1,70.9,-0.567682926829268,"4",30,5,41,"hm",-56.768
"325","ul5-1","4","ewa",104.8,79.4,60.2,-0.425572519083969,"1",30,5,41,"ul",-42.557
"326","ul5-2","4","ewa",91.6,80.1,71.5,-0.21943231441048,"2",30,5,41,"ul",-21.943
"327","ul5-3","4","ewa",95.3,93.5,91.4,-0.0409233997901363,"3",30,5,41,"ul",-4.092
"328","ul5-4","4","ewa",95.5,91.7,71.7,-0.249214659685864,"4",30,5,41,"ul",-24.921
"329","hm6-1","4","ewa",112.4,91.5,75.6,-0.327402135231317,"1",30,6,42,"hm",-32.74
"330","hm6-2","4","ewa",111.8,77.3,53.2,-0.524150268336315,"2",30,6,42,"hm",-52.415
"331","hm6-3","4","ewa",93.3,77.2,46.9,-0.497320471596999,"3",30,6,42,"hm",-49.732
"332","hm6-4","4","ewa",111.5,90.1,65.8,-0.409865470852018,"4",30,6,42,"hm",-40.987
"333","ul6-1","4","ewa",89.4,66.3,68.9,-0.229306487695749,"1",30,6,42,"ul",-22.931
"334","ul6-2","4","ewa",95.1,75.5,62.4,-0.34384858044164,"2",30,6,42,"ul",-34.385
"335","ul6-3","4","ewa",98.4,93.4,83.6,-0.150406504065041,"3",30,6,42,"ul",-15.041
"336","ul6-4","4","ewa",92.2,79.7,64.9,-0.296095444685466,"4",30,6,42,"ul",-29.61
"337","hm1-1","4","diamond",156.4,143.8,89.6,-0.427109974424553,"1",20,1,43,"hm",-42.711
"338","hm1-2","4","diamond",111.7,138,92.8,-0.169203222918532,"2",20,1,43,"hm",-16.92
"339","hm1-3","4","diamond",88.5,144.3,108.7,0.228248587570621,"3",20,1,43,"hm",22.825
"340","hm1-4","4","diamond",79.1,145.1,94.5,0.194690265486726,"4",20,1,43,"hm",19.469
"341","ul1-1","4","diamond",105.7,80,78.5,-0.257332071901608,"1",20,1,43,"ul",-25.733
"342","ul1-2","4","diamond",75.6,83,77.2,0.0211640211640213,"2",20,1,43,"ul",2.116
"343","ul1-3","4","diamond",79.7,86.4,74.3,-0.067754077791719,"3",20,1,43,"ul",-6.775
"344","ul1-4","4","diamond",82.4,97.9,81.9,-0.00606796116504854,"4",20,1,43,"ul",-0.607
"345","hm2-1","4","diamond",90.3,100,87.5,-0.0310077519379845,"1",20,2,44,"hm",-3.101
"346","hm2-2","4","diamond",104.4,83.9,65.9,-0.368773946360153,"2",20,2,44,"hm",-36.877
"347","hm2-3","4","diamond",87.4,71.1,158.6,0.814645308924485,"3",20,2,44,"hm",81.465
"348","hm2-4","4","diamond",141.1,60.8,89.7,-0.364280652019844,"4",20,2,44,"hm",-36.428
"349","ul2-1","4","diamond",108.6,73.9,53,-0.511970534069982,"1",20,2,44,"ul",-51.197
"350","ul2-2","4","diamond",102,80.4,73.3,-0.281372549019608,"2",20,2,44,"ul",-28.137
"351","ul2-3","4","diamond",88.5,71.5,105.2,0.188700564971751,"3",20,2,44,"ul",18.87
"352","ul2-4","4","diamond",95.8,78.5,73.2,-0.235908141962422,"4",20,2,44,"ul",-23.591
"353","hm3-1","4","diamond",93.5,59.7,74.5,-0.203208556149733,"1",27,3,45,"hm",-20.321
"354","hm3-2","4","diamond",119.6,69,65.6,-0.451505016722408,"2",27,3,45,"hm",-45.151
"355","hm3-3","4","diamond",81.1,69.4,106.2,0.309494451294698,"3",27,3,45,"hm",30.949
"356","hm3-4","4","diamond",124.2,74.2,65.5,-0.472624798711755,"4",27,3,45,"hm",-47.262
"357","ul3-1","4","diamond",101.1,77.5,69.5,-0.312561819980218,"1",27,3,45,"ul",-31.256
"358","ul3-2","4","diamond",101,76.5,63.3,-0.373267326732673,"2",27,3,45,"ul",-37.327
"359","ul3-3","4","diamond",78.3,78.7,75,-0.0421455938697318,"3",27,3,45,"ul",-4.215
"360","ul3-4","4","diamond",115.4,104.7,96,-0.168110918544194,"4",27,3,45,"ul",-16.811
"361","hm4-1","4","diamond",104.7,61.6,67.4,-0.356255969436485,"1",27,4,46,"hm",-35.626
"362","hm4-2","4","diamond",100.3,56.8,80.8,-0.194416749750748,"2",27,4,46,"hm",-19.442
"363","hm4-3","4","diamond",101.5,70.9,77.3,-0.238423645320197,"3",27,4,46,"hm",-23.842
"364","hm4-4","4","diamond",92.6,86.3,77.7,-0.160907127429806,"4",27,4,46,"hm",-16.091
"365","ul4-1","4","diamond",67.7,76,52.8,-0.220088626292467,"1",27,4,46,"ul",-22.009
"366","ul4-2","4","diamond",82.1,64.1,65.9,-0.197320341047503,"2",27,4,46,"ul",-19.732
"367","ul4-3","4","diamond",62.2,82.7,86.5,0.390675241157556,"3",27,4,46,"ul",39.068
"368","ul4-4","4","diamond",87.2,86.1,97,0.112385321100917,"4",27,4,46,"ul",11.239
"369","hm5-1","4","diamond",134.2,50.8,43.2,-0.678092399403875,"1",30,5,47,"hm",-67.809
"370","hm5-2","4","diamond",123.3,51.3,57.5,-0.533657745336577,"2",30,5,47,"hm",-53.366
"371","hm5-3","4","diamond",103.2,61.6,66.9,-0.351744186046512,"3",30,5,47,"hm",-35.174
"372","hm5-4","4","diamond",117.3,75.5,89,-0.241261722080136,"4",30,5,47,"hm",-24.126
"373","ul5-1","4","diamond",99.5,61.3,78.6,-0.210050251256281,"1",30,5,47,"ul",-21.005
"374","ul5-2","4","diamond",98.9,107.9,97.2,-0.0171890798786653,"2",30,5,47,"ul",-1.719
"375","ul5-3","4","diamond",93,95.2,112.8,0.212903225806452,"3",30,5,47,"ul",21.29
"376","ul5-4","4","diamond",102.5,90,80.8,-0.211707317073171,"4",30,5,47,"ul",-21.171
"377","hm6-1","4","diamond",122.2,69.9,49.5,-0.594926350245499,"1",30,6,48,"hm",-59.493
"378","hm6-2","4","diamond",106.5,64.2,58.8,-0.447887323943662,"2",30,6,48,"hm",-44.789
"379","hm6-3","4","diamond",107.8,77.1,86.8,-0.194805194805195,"3",30,6,48,"hm",-19.481
"380","hm6-4","4","diamond",116.4,138.1,NA,NA,"4",30,6,48,"hm",NA
"381","ul6-1","4","diamond",84.8,69.8,64.1,-0.244103773584906,"1",30,6,48,"ul",-24.41
"382","ul6-2","4","diamond",79.2,88.3,62.3,-0.213383838383838,"2",30,6,48,"ul",-21.338
"383","ul6-3","4","diamond",70.6,70.9,69.5,-0.0155807365439093,"3",30,6,48,"ul",-1.558
"384","ul6-4","4","diamond",92.9,95.7,102.8,0.106566200215285,"4",30,6,48,"ul",10.657
"385","ul1-1","6","ewa",61.7,42.7,42,-0.319286871961102,"0",20,1,49,"ul",-31.929
"386","ul1-2","6","ewa",54.1,57.5,50.7,-0.0628465804066543,"0",20,1,50,"ul",-6.285
"387","ul1-3","6","ewa",65,63.6,52.6,-0.190769230769231,"0",20,1,51,"ul",-19.077
"388","ul1-4","6","ewa",48.2,40.4,36.6,-0.240663900414938,"0",20,1,52,"ul",-24.066
"389","ul2-1","6","ewa",134.3,103.7,82.8,-0.383469843633656,"0",20,2,53,"ul",-38.347
"390","ul2-2","6","ewa",77.2,60.7,45.5,-0.410621761658031,"0",20,2,54,"ul",-41.062
"391","ul2-3","6","ewa",66.4,57.6,63.2,-0.0481927710843374,"0",20,2,55,"ul",-4.819
"392","ul2-4","6","ewa",63,55,45.4,-0.279365079365079,"0",20,2,56,"ul",-27.937
"393","ul3-1","6","ewa",64,39.7,38.8,-0.39375,"0",27,3,57,"ul",-39.375
"394","ul3-2","6","ewa",63.3,48.1,57.5,-0.0916271721958925,"0",27,3,58,"ul",-9.163
"395","ul3-3","6","ewa",71,49.9,36.8,-0.48169014084507,"0",27,3,59,"ul",-48.169
"396","ul3-4","6","ewa",63.6,61.5,50.5,-0.205974842767296,"0",27,3,60,"ul",-20.597
"397","ul4-1","6","ewa",59.8,56.9,64.4,0.0769230769230771,"0",27,4,61,"ul",7.692
"398","ul4-2","6","ewa",52.3,38.6,47.8,-0.0860420650095602,"0",27,4,62,"ul",-8.604
"399","ul4-3","6","ewa",62.4,55.1,48.2,-0.227564102564103,"0",27,4,63,"ul",-22.756
"400","ul4-4","6","ewa",58,45.9,45.9,-0.208620689655172,"0",27,4,64,"ul",-20.862
"401","ul5-1","6","ewa",80.4,51.7,52.1,-0.351990049751244,"0",30,5,65,"ul",-35.199
"402","ul5-2","6","ewa",60,41.1,30,-0.5,"0",30,5,66,"ul",-50
"403","ul5-3","6","ewa",56.6,49.1,49.4,-0.127208480565371,"0",30,5,67,"ul",-12.721
"404","ul5-4","6","ewa",72.7,60.7,42.5,-0.415405777166437,"0",30,5,68,"ul",-41.541
"405","ul6-1","6","ewa",63.2,58.1,60.2,-0.0474683544303797,"0",30,6,69,"ul",-4.747
"406","ul6-2","6","ewa",50.5,56.3,44.3,-0.122772277227723,"0",30,6,70,"ul",-12.277
"407","ul6-3","6","ewa",71.6,42.8,33.7,-0.529329608938547,"0",30,6,71,"ul",-52.933
"408","ul6-4","6","ewa",50.3,72.8,49.4,-0.0178926441351888,"0",30,6,72,"ul",-1.789
"409","ul1-1","6.5","ewa",57.8,48.8,54.6,-0.0553633217993079,"0",20,1,73,"ul",-5.536
"410","ul1-2","6.5","ewa",48.5,45.1,37.4,-0.228865979381443,"0",20,1,74,"ul",-22.887
"411","ul1-3","6.5","ewa",88.9,47.5,30.8,-0.653543307086614,"0",20,1,75,"ul",-65.354
"412","ul1-4","6.5","ewa",64.9,44.1,39.3,-0.394453004622496,"0",20,1,76,"ul",-39.445
"413","ul2-1","6.5","ewa",53.7,46.4,37.9,-0.294227188081937,"0",20,2,77,"ul",-29.423
"414","ul2-2","6.5","ewa",55.7,47.9,50.8,-0.087971274685817,"0",20,2,78,"ul",-8.797
"415","ul2-3","6.5","ewa",51.6,40.7,36.4,-0.294573643410853,"0",20,2,79,"ul",-29.457
"416","ul2-4","6.5","ewa",57.7,42.8,36.5,-0.367417677642981,"0",20,2,80,"ul",-36.742
"417","ul3-1","6.5","ewa",82.8,56.2,50.6,-0.388888888888889,"0",27,3,81,"ul",-38.889
"418","ul3-2","6.5","ewa",85.2,74.3,55.2,-0.352112676056338,"0",27,3,82,"ul",-35.211
"419","ul3-3","6.5","ewa",83.2,51,37,-0.555288461538462,"0",27,3,83,"ul",-55.529
"420","ul3-4","6.5","ewa",96.5,48.1,54.8,-0.432124352331606,"0",27,3,84,"ul",-43.212
"421","ul4-1","6.5","ewa",74.6,50.6,55.4,-0.257372654155496,"0",27,4,85,"ul",-25.737
"422","ul4-2","6.5","ewa",64,36.6,41,-0.359375,"0",27,4,86,"ul",-35.938
"423","ul4-3","6.5","ewa",69.1,50.7,46.8,-0.322720694645441,"0",27,4,87,"ul",-32.272
"424","ul4-4","6.5","ewa",63.9,49,59.2,-0.0735524256651017,"0",27,4,88,"ul",-7.355
"425","ul5-1","6.5","ewa",71.1,41.1,37.5,-0.472573839662447,"0",30,5,89,"ul",-47.257
"426","ul5-2","6.5","ewa",53.6,49.3,44.2,-0.175373134328358,"0",30,5,90,"ul",-17.537
"427","ul5-3","6.5","ewa",78.7,67.2,47.4,-0.397712833545108,"0",30,5,91,"ul",-39.771
"428","ul5-4","6.5","ewa",54.2,37.1,32.5,-0.400369003690037,"0",30,5,92,"ul",-40.037
"429","ul6-1","6.5","ewa",58,48.3,31.5,-0.456896551724138,"0",30,6,93,"ul",-45.69
"430","ul6-2","6.5","ewa",56.6,43,37,-0.346289752650177,"0",30,6,94,"ul",-34.629
"431","ul6-3","6.5","ewa",50.6,48.7,47.1,-0.0691699604743083,"0",30,6,95,"ul",-6.917
"432","ul6-4","6.5","ewa",52.9,76.7,40.1,-0.241965973534972,"0",30,6,96,"ul",-24.197
"433","hm1-1","7","ewa",115.3,223,137.9,0.196010407632264,"2.5",20,1,49,"hm",19.601
"434","hm1-2","7","ewa",112.5,186.2,242.1,1.152,"2.5",20,1,50,"hm",115.2
"435","hm1-3","7","ewa",128.4,194.9,183.7,0.430685358255452,"2.5",20,1,51,"hm",43.069
"436","hm1-4","7","ewa",113.7,187.6,171.4,0.507475813544415,"2.5",20,1,52,"hm",50.748
"437","hul1-1","7","ewa",111.1,281.5,159.8,0.438343834383439,"2.5",20,1,53,"hm",43.834
"438","hul1-2","7","ewa",77.4,238.4,118.6,0.532299741602067,"2.5",20,1,54,"hm",53.23
"439","hul1-3","7","ewa",111.8,183.9,135.8,0.214669051878354,"2.5",20,1,55,"hm",21.467
"440","hul1-4","7","ewa",76.7,125.2,146.3,0.907431551499348,"2.5",20,1,56,"hm",90.743
"441","hm2-1","7","ewa",91,156.7,178.3,0.959340659340659,"2.5",20,2,57,"hm",95.934
"442","hm2-2","7","ewa",77.4,98.5,163.6,1.11369509043928,"2.5",20,2,58,"hm",111.37
"443","hm2-3","7","ewa",76.9,121.1,121,0.573472041612484,"2.5",20,2,59,"hm",57.347
"444","hm2-4","7","ewa",70.3,109.6,135.5,0.927453769559033,"2.5",20,2,60,"hm",92.745
"445","hul2-1","7","ewa",91.9,75.6,130.3,0.41784548422198,"2.5",20,2,61,"hm",41.785
"446","hul2-2","7","ewa",99.2,145.4,107.6,0.0846774193548386,"2.5",20,2,62,"hm",8.468
"447","hul2-3","7","ewa",192.5,113.7,97,-0.496103896103896,"2.5",20,2,63,"hm",-49.61
"448","hul2-4","7","ewa",149.8,189,131.6,-0.121495327102804,"2.5",20,2,64,"hm",-12.15
"449","hm3-1","7","ewa",71.5,107.6,123.4,0.725874125874126,"2.5",27,3,65,"hm",72.587
"450","hm3-2","7","ewa",96,158.8,136.1,0.417708333333333,"2.5",27,3,66,"hm",41.771
"451","hm3-3","7","ewa",192.5,129.8,147,-0.236363636363636,"2.5",27,3,67,"hm",-23.636
"452","hm3-4","7","ewa",145.7,141.6,152.8,0.0487302676733015,"2.5",27,3,68,"hm",4.873
"453","hul3-1","7","ewa",133.1,114.3,124.7,-0.0631104432757325,"2.5",27,3,69,"hm",-6.311
"454","hul3-2","7","ewa",97.3,117.5,139,0.428571428571429,"2.5",27,3,70,"hm",42.857
"455","hul3-3","7","ewa",101.2,131.1,168.3,0.66304347826087,"2.5",27,3,71,"hm",66.304
"456","hul3-4","7","ewa",113.2,152.3,150.7,0.331272084805654,"2.5",27,3,72,"hm",33.127
"457","hm4-1","7","ewa",168.5,130,162.1,-0.0379821958456974,"2.5",27,4,73,"hm",-3.798
"458","hm4-2","7","ewa",113,134.2,85.7,-0.241592920353982,"2.5",27,4,74,"hm",-24.159
"459","hm4-3","7","ewa",95,139.3,90.4,-0.0484210526315789,"2.5",27,4,75,"hm",-4.842
"460","hm4-4","7","ewa",106.1,110.9,67.2,-0.366635249764373,"2.5",27,4,76,"hm",-36.664
"461","hul4-1","7","ewa",187.9,103.4,61.3,-0.673762639701969,"2.5",27,4,77,"hm",-67.376
"462","hul4-2","7","ewa",108,139.6,88,-0.185185185185185,"2.5",27,4,78,"hm",-18.519
"463","hul4-3","7","ewa",183.1,175.8,112.9,-0.383397050791917,"2.5",27,4,79,"hm",-38.34
"464","hul4-4","7","ewa",137.4,187.2,104.1,-0.24235807860262,"2.5",27,4,80,"hm",-24.236
"465","hm5-1","7","ewa",104.9,118.1,89.8,-0.143946615824595,"2.5",30,5,81,"hm",-14.395
"466","hm5-2","7","ewa",147.6,131.2,84,-0.430894308943089,"2.5",30,5,82,"hm",-43.089
"467","hm5-3","7","ewa",113,147.8,63.8,-0.435398230088496,"2.5",30,5,83,"hm",-43.54
"468","hm5-4","7","ewa",134.9,233.8,126.2,-0.0644922164566346,"2.5",30,5,84,"hm",-6.449
"469","hul5-1","7","ewa",138.3,209.1,41.8,-0.697758496023138,"2.5",30,5,85,"hm",-69.776
"470","hul5-2","7","ewa",122.8,89.5,59.2,-0.517915309446254,"2.5",30,5,86,"hm",-51.792
"471","hul5-3","7","ewa",141.3,158.7,79.3,-0.438782731776362,"2.5",30,5,87,"hm",-43.878
"472","hul5-4","7","ewa",113.5,181.9,93.3,-0.177973568281938,"2.5",30,5,88,"hm",-17.797
"473","hm6-1","7","ewa",209.8,162.6,99,-0.528122020972355,"2.5",30,6,89,"hm",-52.812
"474","hm6-2","7","ewa",99.5,181.4,109.7,0.10251256281407,"2.5",30,6,90,"hm",10.251
"475","hm6-3","7","ewa",106.6,224.3,131,0.228893058161351,"2.5",30,6,91,"hm",22.889
"476","hm6-4","7","ewa",176,144.3,99.5,-0.434659090909091,"2.5",30,6,92,"hm",-43.466
"477","hul6-1","7","ewa",128.6,166.1,91,-0.292379471228616,"2.5",30,6,93,"hm",-29.238
"478","hul6-2","7","ewa",135.5,157.8,134.3,-0.00885608856088553,"2.5",30,6,94,"hm",-0.886
"479","hul6-3","7","ewa",131.5,187.5,87.8,-0.332319391634981,"2.5",30,6,95,"hm",-33.232
"480","hul6-4","7","ewa",124.3,128.9,90.4,-0.272727272727273,"2.5",30,6,96,"hm",-27.273
"481","hul1-1","9","diamond",49.2,NA,48.8,-0.00813008130081312,"0",20,1,101,"hm",-0.813
"482","hul1-2","9","diamond",46.7,NA,45.6,-0.0235546038543898,"0",20,1,102,"hm",-2.355
"483","hul1-3","9","diamond",60.8,NA,66.3,0.0904605263157895,"0",20,1,103,"hm",9.046
"484","hul1-4","9","diamond",45.5,NA,88.5,0.945054945054945,"0",20,1,104,"hm",94.505
"485","hul2-1","9","diamond",53.6,NA,61.1,0.139925373134328,"0",20,2,109,"hm",13.993
"486","hul2-2","9","diamond",103,NA,128.3,0.245631067961165,"0",20,2,110,"hm",24.563
"487","hul2-3","9","diamond",40.7,NA,64,0.572481572481572,"0",20,2,111,"hm",57.248
"488","hul2-4","9","diamond",59.9,NA,80.6,0.345575959933222,"0",20,2,112,"hm",34.558
"489","hul3-1","9","diamond",47.5,NA,56.2,0.183157894736842,"0",27,3,117,"hm",18.316
"490","hul3-2","9","diamond",55,NA,76.8,0.396363636363636,"0",27,3,118,"hm",39.636
"491","hul3-3","9","diamond",55.8,NA,51.8,-0.0716845878136201,"0",27,3,119,"hm",-7.168
"492","hul3-4","9","diamond",59.7,NA,65.4,0.0954773869346734,"0",27,3,120,"hm",9.548
"493","hul4-1","9","diamond",73.9,NA,34.9,-0.527740189445196,"0",27,4,125,"hm",-52.774
"494","hul4-2","9","diamond",60,NA,35.9,-0.401666666666667,"0",27,4,126,"hm",-40.167
"495","hul4-3","9","diamond",75.6,NA,34.1,-0.548941798941799,"0",27,4,127,"hm",-54.894
"496","hul4-4","9","diamond",126.8,NA,26.3,-0.792586750788644,"0",27,4,128,"hm",-79.259
"497","hul5-1","9","diamond",80.6,NA,43.5,-0.46029776674938,"0",30,5,133,"hm",-46.03
"498","hul5-2","9","diamond",69.9,NA,28,-0.599427753934192,"0",30,5,134,"hm",-59.943
"499","hul5-3","9","diamond",49.3,NA,23.2,-0.529411764705882,"0",30,5,135,"hm",-52.941
"500","hul5-4","9","diamond",63.9,NA,33.2,-0.480438184663537,"0",30,5,136,"hm",-48.044
"501","hul6-1","9","diamond",71.8,NA,49.4,-0.311977715877437,"0",30,6,141,"hm",-31.198
"502","hul6-2","9","diamond",88.2,NA,52.9,-0.400226757369615,"0",30,6,142,"hm",-40.023
"503","hul6-3","9","diamond",103.5,NA,59.3,-0.427053140096618,"0",30,6,143,"hm",-42.705
"504","hul6-4","9","diamond",63.3,NA,37.1,-0.41390205371248,"0",30,6,144,"hm",-41.39
"505","hm4-1","8","diamond",77.9,NA,93.5,0.200256739409499,"0",27,1,121,"hm",20.026
"506","hm4-2","8","diamond",77.4,NA,62.4,-0.193798449612403,"0",27,1,122,"hm",-19.38
"507","hm4-3","8","diamond",103.7,NA,76.1,-0.266152362584378,"0",27,1,123,"hm",-26.615
"508","hm4-4","8","diamond",102.3,NA,47.6,-0.534701857282502,"0",27,1,124,"hm",-53.47
"509","hm5-1","8","diamond",92.5,NA,59.2,-0.36,"0",30,2,129,"hm",-36
"510","hm5-2","8","diamond",84.3,NA,52.4,-0.37841043890866,"0",30,2,130,"hm",-37.841
"511","hm5-3","8","diamond",61.7,NA,69.7,0.129659643435981,"0",30,2,131,"hm",12.966
"512","hm5-4","8","diamond",95.8,NA,65.4,-0.317327766179541,"0",30,2,132,"hm",-31.733
