"","Specimen.ID","Run","Lanai.Side","Treatment","Temp...C.","RLC.Order","Plant.ID","Species","rETRmax","ek.1","posix_date","day1_rlc_time","day9_rlc_time","day9_ek","day9_rETRmax","day5_ek","day5_rETRmax","supersat_p1","supersat_p2","supersat_p3","supersat_total","carbon1","carbon5","carbon9","day_length_avg","supersat_rel","carbon_total"
"318","hm5-2","2","ewa","2",20,"4","17","hm",61.5,69,2021-09-30,"10:47:38","9:03:25",97,60.68,100.4,72.98,501,506.5,382.5,449.555555555556,30811.5,36964.37,23210.1,633.555555555556,0.709575587513153,90985.97
"319","hm5-3","2","ewa","3",20,"4","17","hm",42.64,46.3,2021-09-30,"10:52:15","9:07:58",86.7,74.62,156.6,92.66,547.333333333333,377,402.75,445.222222222222,23338.2933333333,34932.82,30053.205,633.666666666667,0.702612660003507,88324.3183333333
"320","hm5-4","2","ewa","4",20,"4","17","hm",82,146.4,2021-09-30,"10:57:21","9:12:20",120.3,66.97,126.3,72.67,361.666666666667,449.5,338.25,370.777777777778,29656.6666666667,32665.165,22652.6025,633.444444444444,0.585335905981407,84974.4341666667
"321","hm6-1","2","ewa","1",20,"5","18","hm",131.2,227.9,2021-09-30,"11:02:14","9:36:48",108.1,71.82,132.2,100.04,165.333333333333,439,367,315.777777777778,21691.7333333333,43917.56,26357.94,635.777777777778,0.496679482698357,91967.2333333333
"322","hm6-2","2","ewa","2",20,"5","18","hm",97.58,145.2,2021-09-30,"11:06:53","9:41:25",102.1,64.78,143.9,91.84,359.666666666667,412,381.75,381.111111111111,35096.2733333333,37838.08,24729.765,635.666666666667,0.599545533997553,97664.1183333333
"323","hm6-3","2","ewa","3",20,"5","18","hm",103.74,182.9,2021-09-30,"11:12:08","9:46:14",101.3,53.2,135.7,77.08,262.333333333333,431.5,384.5,354.222222222222,27214.46,33260.02,20455.4,635.666666666667,0.557245236846705,80929.88
"324","hm6-4","2","ewa","4",20,"5","18","hm",84.93,147.5,2021-09-30,"11:16:35","9:50:38",121.2,63.55,109.1,62.13,353.333333333333,490.5,345.25,380.222222222222,30008.6,30474.765,21940.6375,635.555555555556,0.598251748251748,82424.0025
"325","ul4-1","2","ewa","1",27,"5","16","ul",70.14,108.9,2021-09-30,"11:21:50","8:39:56",75.1,58.14,76.2,60.99,417,550.5,416.75,446.555555555556,29248.38,33574.995,24229.845,627.222222222222,0.711957484499557,87053.22
"326","ul4-2","2","ewa","2",27,"5","16","ul",104.58,136.7,2021-09-30,"11:26:27","8:45:10",73.8,59.85,79.3,65.84,368,545.5,419.75,430.444444444444,38485.44,35915.72,25122.0375,627.222222222222,0.686271036315323,99523.1975
"327","ul4-3","2","ewa","3",27,"5","16","ul",88.62,117.3,2021-09-30,"11:30:55","8:49:52",76.4,59.56,85.7,68.11,399.333333333333,530.5,417,436.333333333333,35388.92,36132.355,24836.52,627.333333333333,0.695536663124336,96357.795
"328","ul4-4","2","ewa","4",27,"5","16","ul",97.86,125.6,2021-09-30,"11:35:26","8:54:24",84.4,67.83,116.1,84.84,383,470.5,402.25,411,37480.38,39917.22,27284.6175,627.222222222222,0.655270150575731,104682.2175
"329","ul5-1","2","ewa","1",20,"6","17","ul",72.11,90.5,2021-09-30,"11:40:40","9:17:05",66.3,48.07,70,53.87,439.666666666667,560,441,467,31704.3633333333,30167.2,21198.87,629.222222222222,0.742186120430867,83070.4333333333
"330","ul5-3","2","ewa","3",20,"6","17","ul",85.5,112.5,2021-09-30,"11:50:04","9:26:44",85.3,64.12,98.6,73.81,402,510,408.25,428.777777777778,34371,37643.1,26176.99,629.222222222222,0.681440932368003,98191.09
"331","ul5-4","2","ewa","4",20,"6","17","ul",69.54,87.6,2021-09-30,"11:54:46","9:31:39",99,80.22,103.9,74.76,440.333333333333,500.5,384.75,429,30620.78,37417.38,30864.645,629.222222222222,0.681794102066043,98902.805
"332","ul6-1","2","ewa","1",20,"6","18","ul",69.54,95.9,2021-09-30,"12:02:42","9:55:06",83.6,65.27,89.4,68.4,425.666666666667,525,419.75,445.111111111111,29600.86,35910,27397.0825,631,0.705405881317133,92907.9425
"333","ul6-2","2","ewa","2",20,"6","18","ul",89.46,114.4,2021-09-30,"12:07:16","9:59:54",94.2,75.53,80.7,67.26,393.666666666667,544.5,403.25,431.444444444444,35217.42,36623.07,30457.4725,631.111111111111,0.68362676056338,102297.9625
"334","ul6-3","2","ewa","3",20,"6","18","ul",65.84,88.8,2021-09-30,"12:12:29","10:04:49",88.8,69.25,88,69.25,432,527.5,413.25,444.888888888889,28442.88,36529.375,28617.5625,631,0.705053706638493,93589.8175
"335","ul6-4","2","ewa","4",20,"6","18","ul",65.55,84.5,2021-09-30,"12:16:50","10:10:06",89.5,70.68,90.2,71.25,438.333333333333,523,413,445.888888888889,28732.75,37263.75,29190.84,631.111111111111,0.706514084507042,95187.34
"336","ul5-2","2","ewa","2",20,"6","17","ul",78.66,97.9,2021-09-30,"12:21:30","9:21:45",70.8,57,91.9,74.76,417.333333333333,521.5,433.75,447.777777777778,32827.44,38987.34,24723.75,625.111111111111,0.716317099182368,96538.53
"337","hm1-1","2","diamond","1",20,"1","19","hm",59.86,86.2,2021-10-01,"8:19:31","10:05:11",61.9,44.28,186.2,110.04,519.666666666667,267.5,446.5,431.111111111111,31107.2466666667,29435.7,19771.02,654.888888888889,0.658296572785884,80313.9666666667
"338","hm1-2","2","diamond","2",20,"1","19","hm",63.14,79.8,2021-10-01,"8:23:56","10:10:03",112,74.62,95.7,57.76,530.666666666667,498.5,336,437,33506.2933333333,28793.36,25072.32,655,0.667175572519084,87371.9733333333
"339","hm1-3","2","diamond","3",20,"1","19","hm",60.06,92.6,2021-10-01,"8:28:20","10:14:34",117.6,72.16,194.9,113.16,506.666666666667,249.5,317.75,365.555555555556,30430.4,28233.42,22928.84,654.888888888889,0.558194774346793,81592.66
"340","hm1-4","2","diamond","4",20,"1","19","hm",93.48,107.1,2021-10-01,"8:33:00","10:18:56",65.6,40.18,151.2,83.64,464.333333333333,350.5,443.5,429.777777777778,43405.88,29315.82,17819.83,655,0.656149279050042,90541.53
"341","ul1-1","2","diamond","1",20,"1","19","ul",71.25,83.3,2021-10-01,"8:37:19","10:23:37",49.6,33.44,77.1,59.56,519.333333333333,540,487,509.555555555556,37002.5,32162.4,16285.28,654.888888888889,0.778079402782491,85450.18
"342","ul1-2","2","diamond","2",20,"1","19","ul",90.3,106,2021-10-01,"8:41:40","10:28:09",52.4,38.48,87.1,66.69,467.333333333333,519,479.75,484.333333333333,42200.2,34612.11,18460.78,655,0.739440203562341,95273.09
"343","ul1-3","2","diamond","3",20,"1","19","ul",77.7,94.9,2021-10-01,"8:46:07","10:32:58",84.7,68.46,107.9,87.36,497,467.5,404,449.111111111111,38616.9,40840.8,27657.84,655.111111111111,0.685549525101764,107115.54
"344","ul1-4","2","diamond","4",20,"1","19","ul",70.98,84,2021-10-01,"8:50:36","10:37:36",101,78.54,116.9,89.04,513.333333333333,444,371.75,435,36436.4,39533.76,29197.245,655,0.66412213740458,105167.405
"345","hm2-1","2","diamond","1",20,"2","20","hm",86.1,113.2,2021-10-01,"8:55:19","10:42:21",66.7,52.48,107.2,63.65,447,470,446.75,452,38486.7,29915.5,23445.44,655,0.690076335877863,91847.64
"346","hm2-2","2","diamond","2",20,"2","20","hm",80.36,111.6,2021-10-01,"8:59:49","10:47:04",98.1,63.27,93.3,66.42,450.666666666667,504.5,378.75,430.666666666667,36215.5733333333,33508.89,23963.5125,655.111111111111,0.657394843962008,93687.9758333333
"347","hm2-3","2","diamond","3",20,"2","20","hm",80.36,108.6,2021-10-01,"9:04:11","10:51:34",93.2,59.86,112.8,67.24,459.333333333333,454,391.5,428,36912.0266666667,30526.96,23435.19,655.111111111111,0.653324287652646,90874.1766666667
"348","hm2-4","2","diamond","4",20,"2","20","hm",66.42,73.3,2021-10-01,"9:08:57","10:56:26",107.6,63.42,122.1,99.22,523.666666666667,428.5,358.75,429.222222222222,34781.94,42515.77,22751.925,655.111111111111,0.655189959294437,100049.635
"349","ul2-1","2","diamond","1",20,"2","20","ul",63.55,80.3,2021-10-01,"9:13:27","11:00:45",73,56.43,74,58.14,513.333333333333,544.5,436.5,486.111111111111,32622.3333333333,31657.23,24631.695,655,0.742154368108566,88911.2583333333
"350","ul2-2","2","diamond","2",20,"2","20","ul",62.98,75.7,2021-10-01,"9:18:11","11:05:18",74.4,60.48,69.5,54.44,518,551,435.75,488.777777777778,32623.64,29996.44,26354.16,655.111111111111,0.746099050203528,88974.24
"351","ul2-3","2","diamond","3",20,"2","20","ul",77.7,92.4,2021-10-01,"9:22:42","11:10:01",89,65.55,92.5,72.96,489,506,404.5,455.222222222222,37995.3,36917.76,26514.975,655.111111111111,0.694877883310719,101428.035
"352","ul2-4","2","diamond","4",20,"2","20","ul",46.93,62.5,2021-10-01,"9:27:35","11:14:36",112.8,89.46,91.4,74.39,535.333333333333,509.5,349.25,446.888888888889,25123.1933333333,37901.705,31243.905,655,0.682273112807464,94268.8033333333
"353","hm3-1","2","diamond","1",27,"3","21","hm",58.38,97.6,2021-10-01,"9:31:56","11:18:57",78.8,50.84,81,53.34,478,533.5,428,468.111111111111,27905.64,28456.89,21759.52,655.111111111111,0.71455223880597,78122.05
"354","hm3-2","2","diamond","2",27,"3","21","hm",77.08,113.5,2021-10-01,"9:36:16","11:23:44",82,51.66,80.5,58.12,442,535,421.5,453.555555555556,34069.36,31094.2,21774.69,655.111111111111,0.692333785617368,86938.25
"355","hm3-3","2","diamond","3",27,"3","21","hm",66.42,102.3,2021-10-01,"9:40:34","11:28:25",120.6,72.16,76,40.74,464,541.5,330,421.666666666667,30818.88,22060.71,23812.8,655.111111111111,0.64365671641791,76692.39
"356","hm3-4","2","diamond","4",27,"3","21","hm",92.66,130.5,2021-10-01,"9:45:15","11:32:44",110.7,65.84,101.4,66.42,392,485,359,398,36322.72,32213.7,23636.56,655.111111111111,0.60753052917232,92172.98
"357","ul3-1","2","diamond","1",27,"3","21","ul",60.7,75.8,2021-10-01,"9:49:50","11:37:06",40.1,29.16,69.8,54.15,507,551,527.25,525.777777777778,30774.9,29836.65,15374.61,655.111111111111,0.80257801899593,75986.16
"358","ul3-2","2","diamond","2",27,"3","21","ul",65.94,79.1,2021-10-01,"9:54:54","11:41:25",72.9,60.13,86.1,69.54,500.333333333333,520.5,447,481.111111111111,32991.98,36195.57,26878.11,655,0.734520780322307,96065.66
"359","ul3-3","2","diamond","3",27,"3","21","ul",63.84,77.6,2021-10-01,"9:59:18","11:46:17",93.6,72.66,77.5,60.13,501,540,404,466.555555555556,31983.84,32470.2,29354.64,655,0.712298558100085,93808.68
"360","ul3-4","2","diamond","4",27,"3","21","ul",54.15,69.1,2021-10-01,"9:59:51","11:51:02",84.7,65.84,100.7,78.09,512.666666666667,487,423.5,467.333333333333,27760.9,38029.83,27883.24,655.555555555556,0.712881355932203,93673.97
"361","hm4-1","2","diamond","1",27,"4","22","hm",49.98,81.2,2021-10-01,"10:08:28","8:11:49",65.3,46.74,79.3,49.14,493.666666666667,535,412.5,466.777777777778,24673.46,26289.9,19280.25,630.222222222222,0.740655853314528,70243.61
"362","hm4-2","2","diamond","2",27,"4","22","hm",64.78,78.4,2021-10-01,"10:12:49","8:16:31",65.1,44.28,112.4,73.8,494.666666666667,455,413.5,449.777777777778,32044.5066666667,33579,18309.78,630.222222222222,0.713681241184767,83933.2866666667
"363","hm4-3","2","diamond","3",27,"4","22","hm",74.62,95.4,2021-10-01,"10:17:10","8:21:55",73.6,54.12,95.6,56.72,466,498.5,396.5,442.333333333333,34772.92,28274.92,21458.58,630.444444444444,0.701621431089179,84506.42
"364","hm4-4","2","diamond","4",27,"4","22","hm",50.02,72.3,2021-10-01,"10:21:37","8:26:48",84.1,44.1,136.1,78.54,500.333333333333,388.5,374.5,419.555555555556,25026.6733333333,30512.79,16515.45,630.444444444444,0.665491716602044,72054.9133333333
"365","ul4-1","2","diamond","1",27,"4","22","ul",61.84,76.3,2021-10-01,"10:25:57","8:31:28",54,38.19,67.8,51.87,494.333333333333,554.5,445,485.777777777778,30569.5733333333,28761.915,16994.55,630.444444444444,0.770532252379274,76326.0383333333
"366","ul4-2","2","diamond","2",27,"4","22","ul",65.55,81.8,2021-10-01,"10:30:22","8:36:04",39.2,29.97,71.2,59.28,485.666666666667,549.5,482.5,498.444444444444,31835.45,32574.36,14460.525,630.444444444444,0.790623898484314,78870.335
"367","ul4-3","2","diamond","3",27,"4","22","ul",67.55,82.4,2021-10-01,"10:35:01","8:40:54",80.6,70.14,96.1,79.8,483,497.5,384,442.222222222222,32626.65,39700.5,26933.76,630.555555555556,0.701321585903084,99260.91
"368","ul4-4","2","diamond","4",27,"4","22","ul",83.58,100.7,2021-10-01,"10:39:19","8:45:30",78.1,61.84,102.1,84.84,448.333333333333,484,392.25,431.333333333333,37471.7,41062.56,24256.74,630.444444444444,0.684173422629538,102791
"369","hm5-1","2","diamond","1",30,"5","23","hm",54.94,82.6,2021-10-01,"10:43:41","8:49:55",54.3,45.92,117.5,86.1,479.333333333333,443.5,448.75,457.777777777778,26334.5733333333,38185.35,20606.6,630.555555555556,0.725991189427313,85126.5233333333
"370","hm5-2","2","diamond","2",30,"5","23","hm",73.8,104.1,2021-10-01,"10:48:34","8:54:41",47.1,50.84,65.7,45.92,438.333333333333,556.5,472.25,479.666666666667,32349,25554.48,24009.19,630.444444444444,0.76083891434614,81912.67
"371","hm5-3","2","diamond","3",30,"5","23","hm",59.86,83.6,2021-10-01,"10:53:04","8:59:06",93.4,75.44,158.4,113.98,474,333.5,364.75,394.222222222222,28373.64,38012.33,27516.74,630.555555555556,0.625198237885463,93902.71
"372","hm5-4","2","diamond","4",30,"5","23","hm",66.42,88.3,2021-10-01,"10:57:59","9:03:48",101.3,72.98,108.4,77.9,465,465.5,349.75,413.888888888889,30885.3,36262.45,25524.755,630.555555555556,0.656387665198238,92672.505
"373","ul5-1","2","diamond","1",30,"5","23","ul",65.27,78.3,2021-10-01,"11:02:49","9:08:22",53.7,40.47,85.6,69.83,478,523,455.5,478,31199.06,36521.09,18434.085,630.444444444444,0.75819527670074,86154.235
"374","ul5-2","2","diamond","2",30,"5","23","ul",86.52,99.4,2021-10-01,"11:07:16","9:12:56",55.1,42.18,94.8,79.38,442.666666666667,499,453,459.777777777778,38299.52,39610.62,19107.54,630.555555555556,0.729162995594714,97017.68
"375","ul5-3","2","diamond","3",30,"5","23","ul",71.82,83,2021-10-01,"11:11:46","9:17:20",80.9,65.27,92.2,75.18,469,506.5,392.25,443.222222222222,33683.58,38078.67,25602.1575,630.444444444444,0.703031371166725,97364.4075
"376","ul5-4","2","diamond","4",30,"5","23","ul",52.25,68.1,2021-10-01,"11:16:06","9:22:17",94.5,80.37,81.5,66.69,489,533.5,367.25,444.777777777778,25550.25,35579.115,29515.8825,630.555555555556,0.705374449339207,90645.2475
"377","hm6-1","2","diamond","1",30,"6","24","hm",66.42,71.1,2021-10-01,"11:20:28","9:26:44",40.6,38.54,73.6,53.3,483,546,493,501.444444444444,32080.86,29101.8,19000.22,630.444444444444,0.795382446246035,80182.88
"378","hm6-2","2","diamond","2",30,"6","24","hm",67.24,72.8,2021-10-01,"11:25:13","9:31:24",74,51.66,78.2,66.42,479,537,413,462.555555555556,32207.96,35667.54,21335.58,630.555555555556,0.733568281938326,89211.08
"379","hm6-3","2","diamond","3",30,"6","24","hm",80.36,89.9,2021-10-01,"11:29:37","9:37:00",105.4,78.72,98.1,60.68,452.666666666667,494,343.75,413.444444444444,36376.2933333333,29975.92,27060,630.666666666667,0.655567300916138,93412.2133333333
"380","hm6-4","2","diamond","4",30,"6","24","hm",75.44,92.5,2021-10-01,"11:34:05","9:42:08",106.2,75.24,122.2,82,445.333333333333,428.5,343.75,396.444444444444,33595.9466666667,35137,25863.75,630.777777777778,0.628500968821561,94596.6966666667
"381","ul6-1","2","diamond","1",30,"6","24","ul",56.72,70.7,2021-10-01,"11:38:28","9:46:46",52.5,39.14,66.8,51.3,477,554.5,469,490.666666666667,27055.44,28445.85,18356.66,630.777777777778,0.777875638541483,73857.95
"382","ul6-2","2","diamond","2",30,"6","24","ul",56.43,71.3,2021-10-01,"11:42:50","9:51:32",41.3,29.61,65.2,49.3,475,557,497.25,503.111111111111,26804.25,27460.1,14723.5725,630.777777777778,0.797604368504492,68987.9225
"383","ul6-3","2","diamond","3",30,"6","24","ul",52.73,66.3,2021-10-01,"11:47:13","9:55:57",80.6,66.97,86.8,66.97,483,519,402,455,25468.59,34757.43,26921.94,630.888888888889,0.72120464952448,87147.96
"384","ul6-4","2","diamond","4",30,"6","24","ul",66.12,79.2,2021-10-01,"11:51:32","9:59:48",81.5,67.83,86.9,68.4,461.333333333333,519,401.75,447.666666666667,30503.36,35499.6,27250.7025,630.777777777778,0.709705830544302,93253.6625
"577","hm1-1","3","ewa","1",20,"1","25","hm",110.7,122.1,2021-10-11,"9:03:00","9:57:54",81,58.22,87.7,58.22,412,477.5,384.5,414.333333333333,45608.4,27800.05,22385.59,638.333333333333,0.649086161879896,95794.04
"578","hm1-2","3","ewa","2",20,"1","25","hm",60.68,80.9,2021-10-11,"9:07:32","9:59:48",99.3,63.96,85.6,54.94,490,482.5,321,413.222222222222,29733.2,26508.55,20531.16,638.111111111111,0.647570955946369,76772.91
"579","hm1-3","3","ewa","3",20,"1","25","hm",63.14,71,2021-10-11,"9:12:42","10:06:46",72.4,50.02,91.9,50.84,505.666666666667,463,408.75,453.111111111111,31927.7933333333,23538.92,20445.675,638.333333333333,0.709834638816362,75912.3883333333
"580","hm1-4","3","ewa","4",20,"1","25","hm",105.78,91.1,2021-10-11,"9:17:11","10:11:40",86.6,38.64,94.2,53.3,470.666666666667,453,369.5,421.777777777778,49787.12,24144.9,14277.48,638.333333333333,0.660748476936466,88209.5
"581","ul1-1","3","ewa","1",20,"1","25","ul",47.6,69.1,2021-10-11,"9:21:44","10:16:03",82.8,64.98,73.6,56.72,506.666666666667,511.5,382,452.333333333333,24117.3333333333,29012.28,24822.36,638.333333333333,0.708616187989556,77951.9733333333
"582","ul1-2","3","ewa","2",20,"1","25","ul",57.86,70.5,2021-10-11,"9:26:08","10:20:21",67.6,51.02,74.6,58.14,502.333333333333,509.5,422.25,468.333333333333,29065.0066666667,29622.33,21543.195,638.333333333333,0.733681462140992,80230.5316666667
"583","ul1-3","3","ewa","3",20,"1","25","ul",46.55,60.2,2021-10-11,"9:31:04","10:25:00",94.5,76.44,94.3,71.25,520.333333333333,452,343.5,426.555555555556,24221.5166666667,32205,26257.14,638.222222222222,0.668349582172702,82683.6566666667
"584","ul1-4","3","ewa","4",20,"1","25","ul",44.84,68.7,2021-10-11,"9:35:37","10:29:39",89.1,66.97,78.3,63.55,502,501.5,365,441,22509.68,31870.325,24444.05,638.333333333333,0.690861618798956,78824.055
"585","hm2-1","3","ewa","1",20,"2","26","hm",101.68,170.2,2021-10-11,"9:40:32","10:34:28",167.7,94.08,132.5,92.66,257.666666666667,316.5,111.25,205.666666666667,26199.5466666667,29326.89,10466.4,638.333333333333,0.322193211488251,65992.8366666667
"586","hm2-2","3","ewa","2",20,"2","26","hm",126.28,192.5,2021-10-11,"9:45:33","10:39:44",87.6,53.34,120.9,85.28,167.333333333333,357.5,372.25,300.666666666667,21130.8533333333,30487.6,19855.815,638.333333333333,0.471018276762402,71474.2683333333
"587","hm2-3","3","ewa","3",20,"2","26","hm",134.48,213.6,2021-10-11,"9:49:57","10:47:30",86.9,55.76,104.6,78.72,106,420,378.25,296.777777777778,14254.88,33062.4,21091.22,638.666666666667,0.464683368128045,68408.5
"588","hm2-4","3","ewa","4",20,"2","26","hm",161.54,256.6,2021-10-11,"9:54:23","10:51:52",122.9,70.52,125.7,100.86,29.6666666666667,343.5,259.75,201.666666666667,4792.35333333333,34645.41,18317.57,638.666666666667,0.315762004175365,57755.3333333333
"589","ul2-1","3","ewa","1",20,"2","26","ul",105,128.9,2021-10-11,"9:58:53","10:56:59",84,67.55,101.4,82.74,372.666666666667,429,389.25,392.555555555556,39130,35495.46,26293.8375,638.777777777778,0.614541659419029,100919.2975
"590","ul2-2","3","ewa","2",20,"2","26","ul",106.26,128.2,2021-10-11,"9:59:54","11:01:49",87.8,70.39,97.1,76.86,375,443,377.5,391.222222222222,39847.5,34048.98,26572.225,639.111111111111,0.612134909596662,100468.705
"591","ul2-3","3","ewa","3",20,"2","26","ul",106.6,129.5,2021-10-11,"10:07:46","11:06:46",104.1,89.46,122.6,102.5,368.666666666667,353.5,321.25,344.222222222222,39299.8666666667,36233.75,28739.025,638.888888888889,0.538782608695652,104272.641666667
"592","ul2-4","3","ewa","4",20,"2","26","ul",105.78,122.4,2021-10-11,"10:12:07","11:11:54",95.4,85.26,126.5,109.2,387.666666666667,341,352,361.444444444444,41007.38,37237.2,30011.52,638.888888888889,0.565739130434783,108256.1
"593","hm3-1","3","ewa","1",27,"3","27","hm",86.25,171,2021-10-11,"10:16:33","11:16:35",77,50.84,88.6,66.42,249.666666666667,471.5,415,372.444444444444,21533.75,31317.03,21098.6,639,0.582855155625109,73949.38
"594","hm3-2","3","ewa","2",27,"3","27","hm",61.5,101.7,2021-10-11,"10:21:40","11:21:34",81,48.74,72.9,52.44,431.333333333333,515,405.5,438.444444444444,26527,27006.6,19764.07,639,0.686141540601635,73297.67
"595","hm3-3","3","ewa","3",27,"3","27","hm",77.9,132,2021-10-11,"10:26:28","11:26:42",74.1,47.56,65.8,41.82,357,532.5,425.75,426.555555555556,27810.3,22269.15,20248.67,639,0.667536080681621,70328.12
"596","hm3-4","3","ewa","4",27,"3","27","hm",95.12,139,2021-10-11,"10:31:08","11:32:48",98.2,54.53,102.4,72.16,339.333333333333,426.5,347.75,362.444444444444,32277.3866666667,30776.24,18962.8075,639.111111111111,0.567107093184979,82016.4341666667
"597","ul3-1","3","ewa","1",27,"3","27","ul",89.04,99.4,2021-10-11,"10:35:37","11:37:06",89.2,76.02,97.8,84,430,440.5,381.5,410.777777777778,38287.2,37002,29001.63,639.111111111111,0.642732962447844,104290.83
"598","ul3-2","3","ewa","2",27,"3","27","ul",42.18,58,2021-10-11,"10:40:06","11:42:12",41.8,47.04,46.4,55.44,503,593,501.25,522.222222222222,21216.54,32875.92,23578.8,639.111111111111,0.817107093184979,77671.26
"599","ul3-3","3","ewa","3",27,"3","27","ul",74.39,89.1,2021-10-11,"10:44:33","11:46:41",92.5,73.08,93.2,79.38,445,456,373.25,415.555555555556,33103.55,36197.28,27277.11,639.222222222222,0.650095602294455,96577.94
"600","ul3-4","3","ewa","4",27,"3","27","ul",85.68,99.1,2021-10-11,"10:49:04","11:51:09",106.3,85.26,119.8,104.96,426.333333333333,359.5,325.5,366.666666666667,36528.24,37733.12,27752.13,639.111111111111,0.573713490959666,102013.49
"601","hm4-1","3","ewa","1",27,"4","28","hm",113.98,176.5,2021-10-11,"10:53:49","8:08:30",73.2,50.02,106.3,79.54,219,416.5,378.5,333.777777777778,24961.62,33128.41,18932.57,614,0.54361201592472,77022.6
"602","hm4-2","3","ewa","2",27,"4","28","hm",120.96,192.2,2021-10-11,"10:58:31","8:13:14",66.1,55.76,82.1,59.04,157,491.5,394,336.666666666667,18990.72,29018.16,21969.44,613.888888888889,0.54841628959276,69978.32
"603","hm4-3","3","ewa","3",27,"4","28","hm",106.6,149.8,2021-10-11,"11:04:14","8:17:40",60.5,38.54,97.6,68.06,303.666666666667,440.5,409.25,381,32370.8666666667,29980.43,15772.495,613.777777777778,0.620745836350471,78123.7916666667
"604","hm4-4","3","ewa","4",27,"4","28","hm",139.4,236.4,2021-10-11,"11:08:54","8:22:11",52.5,31.25,87.6,52.48,54.6666666666667,477.5,427.25,314.222222222222,7620.53333333333,25059.2,13351.5625,613.666666666667,0.512040557667934,46031.2958333333
"605","ul4-1","3","ewa","1",27,"4","28","ul",89.04,107.7,2021-10-11,"11:13:17","8:26:32",64.6,49.59,80.8,65.27,401.666666666667,494.5,401.5,422.222222222222,35764.4,32276.015,19910.385,613.777777777778,0.687907313540912,87950.8
"606","ul4-2","3","ewa","2",27,"4","28","ul",85.68,104.5,2021-10-11,"11:17:52","8:30:53",77.9,63.27,82.7,67.83,406,489.5,372,409.444444444444,34786.08,33202.785,23536.44,613.777777777778,0.66708906589428,91525.305
"607","ul4-3","3","ewa","3",27,"4","28","ul",70.39,91.9,2021-10-11,"11:22:30","8:35:33",76.6,62.7,72.7,58.71,428.333333333333,515,376.75,424.666666666667,30150.3833333333,30235.65,23622.225,613.777777777778,0.691889934829833,84008.2583333333
"608","ul4-4","3","ewa","4",27,"4","28","ul",63.27,89.5,2021-10-11,"11:27:21","8:40:11",102.1,86.52,97.8,83.58,429.666666666667,440.5,298,373.555555555556,27185.01,36816.99,25782.96,613.666666666667,0.608727141046533,89784.96
"609","hm5-1","3","ewa","1",30,"5","29","hm",86.92,136.2,2021-10-11,"11:32:14","8:44:39",40.9,31.98,63.9,52.48,327.333333333333,539.5,458,432.555555555556,28451.8133333333,28312.96,14646.84,613.666666666667,0.704870541372443,71411.6133333333
"610","hm5-2","3","ewa","2",30,"5","29","hm",86.1,130.9,2021-10-11,"11:37:28","8:49:09",48.9,37.72,99.5,71.34,336.666666666667,433.5,443.75,405.777777777778,28987,30925.89,16738.25,613.555555555556,0.661354581673307,76651.14
"611","hm5-3","3","ewa","3",30,"5","29","hm",64.78,102.9,2021-10-11,"11:42:23","8:53:44",51.1,40.18,61.7,45.92,400.666666666667,546,439.75,450.333333333333,25955.1866666667,25072.32,17669.155,613.555555555556,0.733973198116624,68696.6616666667
"612","hm5-4","3","ewa","4",30,"5","29","hm",78.72,126.4,2021-10-11,"11:47:35","8:58:15",58.7,41,73.3,39.6,346.333333333333,513.5,422.25,417.222222222222,27263.36,20334.6,17312.25,613.444444444444,0.680130411157399,64910.21
"613","ul5-1","3","ewa","1",30,"5","29","ul",62.13,73.1,2021-10-11,"11:52:03","9:02:44",68.7,56.15,64.7,51.02,447.666666666667,537.5,399.5,446.222222222222,27813.53,27423.25,22431.925,613.444444444444,0.727404455714544,77668.705
"614","ul5-2","3","ewa","2",30,"5","29","ul",81.22,97.3,2021-10-11,"11:58:06","9:07:29",43.2,45.92,67.1,55.58,406.333333333333,527,460.75,457.333333333333,33002.3933333333,29290.66,21157.64,613.333333333333,0.745652173913043,83450.6933333333
"615","ul5-3","3","ewa","3",30,"5","29","ul",69.83,87.4,2021-10-11,"12:02:36","9:12:06",81.2,63.55,97.6,76.86,423,440.5,373,404.666666666667,29538.09,33856.83,23704.15,613.333333333333,0.659782608695652,87099.07
"616","ul5-4","3","ewa","4",30,"5","29","ul",80.22,95.8,2021-10-11,"12:07:07","9:16:27",83.2,68.04,97.9,83.58,406.666666666667,440,366.5,396.222222222222,32622.8,36775.2,24936.66,613.333333333333,0.646014492753623,94334.66
"617","hm6-1","3","ewa","1",30,"6","30","hm",132.02,226.8,2021-10-11,"12:11:47","9:20:51",51.8,42.64,74.6,51.66,67,509.5,445,333.333333333333,8845.34,26320.77,18974.8,613.333333333333,0.543478260869565,54140.91
"618","hm6-2","3","ewa","2",30,"6","30","hm",198.44,320.4,2021-10-11,"12:16:32","9:25:16",53.7,36.08,58.8,47.56,2,554.5,440.75,319.777777777778,396.88,26372.02,15902.26,613.222222222222,0.521471281029172,42671.16
"619","hm6-3","3","ewa","3",30,"6","30","hm",188.6,325,2021-10-11,"12:21:03","9:30:00",66.4,44.28,70.8,41,1.66666666666667,519,412.75,299.333333333333,314.333333333333,21279,18276.57,613.222222222222,0.48813190795434,39869.9033333333
"620","hm6-4","3","ewa","4",30,"6","30","hm",159.08,317.2,2021-10-11,"12:25:34","9:35:23",54.4,52.48,74.9,50.62,2,509,441.5,310,318.16,25765.58,23169.92,613.444444444444,0.50534323492121,49253.66
