"","Specimen.ID","Run","Lanai.Side","Treatment","Temp...C.","RLC.Order","Plant.ID","Species","rETRmax","ek.1","posix_date","day1_rlc_time","day9_rlc_time","day9_ek","day9_rETRmax","day5_ek","day5_rETRmax","supersat_p1","supersat_p2","supersat_p3","supersat_total","carbon1","carbon5","carbon9","day_length_avg","supersat_rel","carbon_total"
"621","ul6-1","3","ewa","1",30,"6","30","ul",55.86,66,2021-10-11,"12:30:04","9:39:50",46.2,36.1,56.1,45.31,451,564.5,464,482,25192.86,25577.495,16750.4,613.333333333333,0.785869565217391,67520.755
"622","ul6-2","3","ewa","2",30,"6","30","ul",73.8,81.8,2021-10-11,"12:34:27","9:44:28",62.6,51.02,68.8,58.14,419.666666666667,524,427,446.111111111111,30971.4,30465.36,21785.54,613.444444444444,0.727223329107046,83222.3
"623","ul6-3","3","ewa","3",30,"6","30","ul",47.04,58.7,2021-10-11,"12:39:34","9:49:09",63.2,49.4,75.9,60.42,461.333333333333,508,427.25,456.555555555556,21701.12,30693.36,21106.15,613.333333333333,0.744384057971014,73500.63
"624","ul6-4","3","ewa","4",30,"6","30","ul",61.74,73.7,2021-10-11,"12:43:56","9:53:29",81.5,64.12,97,76.86,429.666666666667,443,382.75,411.777777777778,26527.62,34048.98,24541.93,613.333333333333,0.671376811594203,85118.53
"721","hm1-1","3.5","diamond","1",20,"1","31","hm",89.04,173.9,2021-10-21,"8:25:28","9:58:45",110,68.06,155.9,85.78,113,139,217.75,165.333333333333,10061.52,11923.42,14820.065,633.222222222222,0.261098438322513,36805.005
"722","hm1-2","3.5","diamond","2",20,"1","31","hm",73.8,125.8,2021-10-21,"8:30:04","9:59:49",58,37.72,106.2,74.62,189.333333333333,353.5,402.75,320.666666666667,13972.8,26378.17,15191.73,632.888888888889,0.506671348314607,55542.7
"723","hm1-3","3.5","diamond","3",20,"1","31","hm",91.02,122.7,2021-10-21,"8:34:29","10:07:44",89.7,65.6,113.1,62.41,193.333333333333,319.5,293,265.666666666667,17597.2,19939.995,19220.8,633.222222222222,0.41954728899807,56757.995
"724","hm1-4","3.5","diamond","4",20,"1","31","hm",65.52,132.2,2021-10-21,"8:38:56","10:12:14",84.9,59.04,96.1,43.46,179.333333333333,399.5,312.25,287.333333333333,11749.92,17362.27,18435.24,633.333333333333,0.453684210526316,47547.43
"725","ul1-1","3.5","diamond","1",20,"1","31","ul",48.45,61.6,2021-10-21,"8:43:16","10:16:36",77.6,61.84,76.3,60.99,428,461.5,339,395.888888888889,20736.6,28146.885,20963.76,633.333333333333,0.625087719298246,69847.245
"726","ul1-2","3.5","diamond","2",20,"1","31","ul",39.52,56.2,2021-10-21,"8:47:51","10:21:49",61.1,49.3,61.5,48.07,448.666666666667,511.5,398,440.111111111111,17731.3066666667,24587.805,19621.4,633.333333333333,0.694912280701754,61940.5116666667
"727","ul1-3","3.5","diamond","3",20,"1","31","ul",76.02,90,2021-10-21,"8:52:09","10:26:07",98.1,82.32,95.2,81.06,305.666666666667,403.5,265.5,309.555555555556,23236.78,32707.71,21855.96,633.444444444444,0.488686195404315,77800.45
"728","ul1-4","3.5","diamond","4",20,"1","31","ul",53.01,68.9,2021-10-21,"8:56:51","10:30:34",84,59.56,104.7,76.86,396.666666666667,361,319.25,354.333333333333,21027.3,27746.46,19014.53,633.333333333333,0.559473684210526,67788.29
"729","hm2-1","3.5","diamond","1",20,"2","32","hm",84.46,153.4,2021-10-21,"9:01:24","10:35:27",108,68.88,112.5,64.78,144.666666666667,322.5,229.5,221.888888888889,12218.5466666667,20891.55,15807.96,633.444444444444,0.350289422908262,48918.0566666667
"730","hm2-2","3.5","diamond","2",20,"2","32","hm",72.16,105.6,2021-10-21,"9:05:55","10:40:31",152.4,90.2,148.6,74.67,243.666666666667,171,102.75,164.888888888889,17582.9866666667,12768.57,9268.05,633.444444444444,0.260305209612349,39619.6066666667
"731","hm2-3","3.5","diamond","3",20,"2","32","hm",59.04,95,2021-10-21,"9:10:14","10:44:57",88.5,66.42,80,37.34,276.666666666667,449,305.75,327.888888888889,16334.4,16765.66,20307.915,633.555555555556,0.517537706068046,53407.975
"732","hm2-4","3.5","diamond","4",20,"2","32","hm",73.8,92.1,2021-10-21,"9:15:04","10:49:44",128.6,66.42,95.6,63.96,288.666666666667,401.5,167,259.666666666667,21303.6,25679.94,11092.14,633.444444444444,0.409928082792493,58075.68
"733","ul2-1","3.5","diamond","1",20,"2","32","ul",93.75,111.1,2021-10-21,"9:19:24","10:54:10",100.1,83.58,85.4,72.24,216.333333333333,439,263.75,286.888888888889,20281.25,31713.36,22044.225,633.555555555556,0.452823570676956,74038.835
"734","ul2-2","3.5","diamond","2",20,"2","32","ul",65.1,72.3,2021-10-21,"9:23:52","10:58:38",57.9,45.88,59.4,47.6,372.333333333333,518,418.25,425.111111111111,24238.9,24656.8,19189.31,633.444444444444,0.671110331520786,68085.01
"735","ul2-3","3.5","diamond","3",20,"2","32","ul",80.22,91,2021-10-21,"9:28:20","11:03:05",114.4,94.92,84,71.4,290.666666666667,441,212.25,289.222222222222,23317.28,31487.4,20146.77,633.555555555556,0.456506488951245,74951.45
"736","ul2-4","3.5","diamond","4",20,"2","32","ul",70.52,85.6,2021-10-21,"9:32:57","11:07:55",91.4,73.5,94,77.7,318,407.5,300.75,330.222222222222,22425.36,31662.75,22105.125,633.555555555556,0.521220624342336,76193.235
"737","hm3-1","3.5","diamond","1",27,"3","33","hm",79.54,140.8,2021-10-21,"9:37:22","11:12:42",71.1,42,79,46.62,165.666666666667,451,377,323,13177.1266666667,21025.62,15834,633.555555555556,0.509821115398106,50036.7466666667
"738","hm3-2","3.5","diamond","2",27,"3","33","hm",75.44,100.6,2021-10-21,"9:41:45","11:17:33",46,38.54,68,48.38,251,486.5,461.25,396.777777777778,18935.44,23536.87,17776.575,633.555555555556,0.626271483689933,60248.885
"739","hm3-3","3.5","diamond","3",27,"3","33","hm",83.64,117.9,2021-10-21,"9:46:11","11:22:34",65,44.28,60.2,42.64,189,514.5,398.75,354.555555555556,15807.96,21938.28,17656.65,633.666666666667,0.559530071891987,55402.89
"740","hm3-4","3.5","diamond","4",27,"3","33","hm",101.68,128.6,2021-10-21,"9:50:33","11:27:49",54,33.62,64.6,36.08,179.666666666667,500,439,366.111111111111,18268.5066666667,18040,14759.18,633.666666666667,0.577766088023847,51067.6866666667
"741","ul3-1","3.5","diamond","1",27,"3","33","ul",55.01,72.8,2021-10-21,"9:55:14","11:32:12",59.3,45.79,62.1,46.55,360,509.5,420.75,420.222222222222,19803.6,23717.225,19266.1425,633.777777777778,0.66304347826087,62786.9675
"742","ul3-2","3.5","diamond","2",27,"3","33","ul",64.98,85.4,2021-10-21,"9:59:36","11:36:45",63.7,52.16,41.2,29.52,309.666666666667,561,406.75,408.666666666667,20122.14,16560.72,21216.08,633.666666666667,0.644923724355602,57898.94
"743","ul3-3","3.5","diamond","3",27,"3","33","ul",49.88,66.1,2021-10-21,"10:04:03","11:41:04",88.8,75.18,87.4,71.4,382,432,318.5,364.888888888889,19054.16,30844.8,23944.83,633.777777777778,0.575736325385694,73843.79
"744","ul3-4","3.5","diamond","4",27,"3","33","ul",67.83,89.4,2021-10-21,"10:08:31","11:45:33",98.6,78.96,95.9,74.39,286,400.5,283.5,310.333333333333,19399.38,29793.195,22385.16,633.666666666667,0.489742240925829,71577.735
"745","hm4-1","3.5","diamond","1",27,"4","34","hm",78.72,115.6,2021-10-21,"10:13:12","8:10:56",53.5,52.48,67.4,46.74,186.333333333333,489,392,345,14668.16,22855.86,20572.16,609.444444444444,0.566089334548769,58096.18
"746","hm4-2","3.5","diamond","2",27,"4","34","hm",77.08,117.3,2021-10-21,"10:17:42","8:15:36",50.5,38.22,74.8,46.2,183.666666666667,467.5,399.75,342.777777777778,14157.0266666667,21598.5,15278.445,609.333333333333,0.562545587162655,51033.9716666667
"747","hm4-3","3.5","diamond","3",27,"4","34","hm",79.8,135.5,2021-10-21,"10:22:31","8:20:27",53.7,34.44,76.7,44.28,164.666666666667,459.5,393.75,332,13140.4,20346.66,13560.75,609.333333333333,0.544857768052516,47047.81
"748","hm4-4","3.5","diamond","4",27,"4","34","hm",81.18,112.9,2021-10-21,"10:26:49","8:24:50",65.8,45.92,84.3,48.38,191.333333333333,441,352,318.222222222222,15532.44,21335.58,16163.84,609.333333333333,0.522246535375638,53031.86
"749","ul4-1","3.5","diamond","1",27,"4","34","ul",45.6,59,2021-10-21,"10:31:24","8:29:25",69,53.01,64.4,50.16,403,500,343,397.888888888889,18376.8,25080,18182.43,609.444444444444,0.652871467639015,61639.23
"750","ul4-2","3.5","diamond","2",27,"4","34","ul",37.24,54.8,2021-10-21,"10:35:48","8:34:05",75.2,64.26,79.3,63.55,418.666666666667,450.5,323,383.222222222222,15591.1466666667,28629.275,20755.98,609.444444444444,0.628805834092981,64976.4016666667
"751","ul4-3","3.5","diamond","3",27,"4","34","ul",29.64,49.7,2021-10-21,"10:40:12","8:38:31",92.1,71.4,97.2,75.18,437.333333333333,392.5,270.75,353.333333333333,12962.56,29508.15,19331.55,609.444444444444,0.579762989972653,61802.26
"752","ul4-4","3.5","diamond","4",27,"4","34","ul",31.16,53,2021-10-21,"10:44:33","8:42:49",97.2,78.12,104.3,81.9,422,364,254.5,334.666666666667,13149.52,29811.6,19881.54,609.333333333333,0.549234135667396,62842.66
"753","hm5-1","3.5","diamond","1",30,"5","35","hm",104.96,159.9,2021-10-21,"10:48:58","8:47:21",36.1,30.34,73.6,47.56,124.666666666667,469.5,450,345.888888888889,13085.0133333333,22329.42,13653,609.444444444444,0.567547857793984,49067.4333333333
"754","hm5-2","3.5","diamond","2",30,"5","35","hm",82.32,136.6,2021-10-21,"10:53:59","8:51:42",44.7,41.82,79.6,50.02,154.333333333333,449.5,427.25,341.222222222222,12704.72,22483.99,17867.595,609.333333333333,0.559992706053975,53056.305
"755","hm5-3","3.5","diamond","3",30,"5","35","hm",89.38,138.5,2021-10-21,"10:58:30","8:56:07",56.8,40.18,79.4,51.66,152,450,392.75,325.222222222222,13585.76,23247,15780.695,609.333333333333,0.533734500364697,52613.455
"756","hm5-4","3.5","diamond","4",30,"5","35","hm",77.9,121.7,2021-10-21,"11:03:03","9:00:24",80.4,46.74,111.2,45.36,165.333333333333,329,311,266.444444444444,12879.4666666667,14923.44,14536.14,609.333333333333,0.437272064186725,42339.0466666667
"757","ul5-1","3.5","diamond","1",30,"5","35","ul",78.72,81.8,2021-10-21,"11:07:26","9:04:55",70.9,59.56,93.8,82.32,299.666666666667,409,346.75,344.888888888889,23589.76,33668.88,20652.43,609.333333333333,0.566010211524435,77911.07
"758","ul5-2","3.5","diamond","2",30,"5","35","ul",92.4,113.4,2021-10-21,"11:11:50","9:09:16",83.7,73.5,108,88.2,172.666666666667,344,304,269.111111111111,15954.4,30340.8,22344,609.333333333333,0.441648431801605,68639.2
"759","ul5-3","3.5","diamond","3",30,"5","35","ul",82.32,102.6,2021-10-21,"11:16:22","9:13:54",94.8,82.32,110.2,89.88,217.333333333333,333.5,266.25,264.888888888889,17890.88,29974.98,21917.7,609.444444444444,0.434639927073838,69783.56
"760","ul5-4","3.5","diamond","4",30,"5","35","ul",62.58,73,2021-10-21,"11:20:49","9:18:12",84.6,69.83,123.8,102.9,330.333333333333,267.5,301.25,303.444444444444,20672.26,27525.75,21036.2875,609.333333333333,0.49799416484318,69234.2975
"761","hm6-1","3.5","diamond","1",30,"6","36","hm",58.22,105,2021-10-21,"11:25:14","9:22:48",51,39.36,69.9,37.72,210,482.5,415.5,361.888888888889,12226.2,18199.9,16354.08,609.333333333333,0.593909555069292,46780.18
"762","hm6-2","3.5","diamond","2",30,"6","36","hm",71.34,106.3,2021-10-21,"11:29:51","9:27:08",54.2,50.02,65.8,41.82,204,495.5,408.5,359.666666666667,14553.36,20721.81,20433.17,609.333333333333,0.590262582056893,55708.34
"763","hm6-3","3.5","diamond","3",30,"6","36","hm",73.8,135.9,2021-10-21,"11:34:29","9:31:31",62.4,52.48,68.3,50.02,140.666666666667,485.5,381.25,324.222222222222,10381.2,24284.71,20008,609.222222222222,0.532190406711654,54673.91
"764","hm6-4","3.5","diamond","4",30,"6","36","hm",50.02,92.5,2021-10-21,"11:39:09","9:36:08",52.4,41.82,87.2,54.12,242,432,415,361.111111111111,12104.84,23379.84,17355.3,609.333333333333,0.592633114514952,52839.98
"765","ul6-1","3.5","diamond","1",30,"6","36","ul",59.56,77.1,2021-10-21,"11:43:47","9:40:35",74.3,60.99,80.4,63.27,302.333333333333,448.5,341.75,352.333333333333,18006.9733333333,28376.595,20843.3325,609.222222222222,0.578333029363487,67226.9008333333
"766","ul6-2","3.5","diamond","2",30,"6","36","ul",44.17,59.9,2021-10-21,"11:49:17","9:45:03",65.6,55.86,76.1,60.99,374.333333333333,463,373.5,393.666666666667,16534.3033333333,28238.37,20863.71,609.222222222222,0.646179099033376,65636.3833333333
"767","ul6-3","3.5","diamond","3",30,"6","36","ul",48.17,69.5,2021-10-21,"11:53:57","9:49:34",76.3,61.56,86.9,68.88,335.666666666667,432,336.75,357.555555555556,16169.0633333333,29756.16,20730.33,609.111111111111,0.587012039401678,66655.5533333333
"768","ul6-4","3.5","diamond","4",30,"6","36","ul",55.44,73,2021-10-21,"11:58:46","9:54:06",67.2,58.71,95.5,77.28,317.666666666667,402.5,370.5,360,17611.44,31105.2,21752.055,609.111111111111,0.591025173294418,70468.695
"865","hm1-1","4","ewa","1",20,"1","37","hm",116.44,138.4,2021-11-01,"8:35:05","9:55:30",104,73.8,135.3,78.72,183.666666666667,215.5,267.5,228,21386.1466666667,16964.16,19741.5,622.222222222222,0.366428571428571,58091.8066666667
"866","hm1-2","4","ewa","2",20,"1","37","hm",76.26,97.6,2021-11-01,"8:39:32","9:59:35",87.1,62.32,134.7,81.18,319,218.5,342.5,307.111111111111,24326.94,17737.83,21344.6,622.222222222222,0.493571428571429,63409.37
"867","hm1-3","4","ewa","3",20,"1","37","hm",73.8,98.2,2021-11-01,"8:43:53","10:05:01",85.2,61.5,112.2,77.08,316.666666666667,291.5,352.75,327.111111111111,23370,22468.82,21694.125,622.333333333333,0.525620424924121,67532.945
"868","hm1-4","4","ewa","4",20,"1","37","hm",87.74,128.5,2021-11-01,"8:48:45","10:09:30",91.5,63.14,136,73.8,216.666666666667,211.5,328.25,265.111111111111,19010.3333333333,15608.7,20725.705,622.333333333333,0.425995357971791,55344.7383333333
"869","ul1-1","4","ewa","1",20,"1","37","ul",84.84,106.8,2021-11-01,"8:53:09","10:13:53",85.9,71.82,85.3,67.55,285,395,351.75,339.111111111111,24179.4,26682.25,25262.685,622.222222222222,0.545,76124.335
"870","ul1-2","4","ewa","2",20,"1","37","ul",76.38,93.9,2021-11-01,"8:58:07","10:18:15",87.3,70.14,97.7,78.12,336,342.5,345.5,341.666666666667,25663.68,26756.1,24233.37,622.111111111111,0.549205215217003,76653.15
"871","ul1-3","4","ewa","3",20,"1","37","ul",89.04,110.7,2021-11-01,"9:02:50","10:22:46",102.8,77.28,112.8,88.2,273.333333333333,287.5,272.25,276,24337.6,25357.5,21039.48,622.222222222222,0.443571428571429,70734.58
"872","ul1-4","4","ewa","4",20,"1","37","ul",96.6,120.8,2021-11-01,"9:07:07","10:27:23",97,78.96,115.4,92.4,248.333333333333,279.5,305.25,280.555555555556,23989,25825.8,24102.54,622.222222222222,0.450892857142857,73917.34
"873","hm2-1","4","ewa","1",20,"2","38","hm",89.38,124.4,2021-11-01,"9:11:51","10:32:02",103.6,59.64,155.6,83.79,234,152,272.75,233,20914.92,12736.08,16266.81,622.222222222222,0.374464285714286,49917.81
"874","hm2-2","4","ewa","2",20,"2","38","hm",66.42,99.7,2021-11-01,"9:16:12","10:36:40",38.6,26.24,142.3,81.22,312.333333333333,193,482.5,361.444444444444,20745.18,15675.46,12660.8,622.222222222222,0.580892857142857,49081.44
"875","hm2-3","4","ewa","3",20,"2","38","hm",84.46,101.9,2021-11-01,"9:21:11","10:41:17",83,55.76,116.4,86.1,304.666666666667,274.5,372,327.888888888889,25732.1466666667,23634.45,20742.72,622.111111111111,0.527058403286301,70109.3166666667
"876","hm2-4","4","ewa","4",20,"2","38","hm",81.9,131.8,2021-11-01,"9:25:56","10:45:45",98.2,55,95.1,50.84,202.666666666667,353,304,281.111111111111,16598.4,17946.52,16720,622.222222222222,0.451785714285714,51264.92
"877","ul2-1","4","ewa","1",20,"2","38","ul",97.58,114.8,2021-11-01,"9:30:17","10:50:08",68.8,53.87,76.5,61.27,264.333333333333,423.5,425.75,371.444444444444,25793.6466666667,25947.845,22935.1525,622.111111111111,0.597070905518843,74676.6441666667
"878","ul2-2","4","ewa","2",20,"2","38","ul",78.54,95.1,2021-11-01,"9:34:51","10:55:10",56.4,44.74,75.3,61.84,332.666666666667,428.5,456,408.777777777778,26127.64,26498.44,20401.44,622.222222222222,0.656964285714286,73027.52
"879","ul2-4","4","ewa","4",20,"2","38","ul",64.7,79.6,2021-11-01,"9:39:27","11:04:22",78.1,63.55,78.9,64.7,399.333333333333,417,395.25,401.444444444444,25836.8666666667,26979.9,25118.1375,622.777777777778,0.644603033006244,77934.9041666667
"880","ul2-3","4","ewa","3",20,"2","38","ul",78.95,97,2021-11-01,"9:43:50","10:59:41",69.4,57.12,76.8,59.85,323,422.5,427.25,391.444444444444,25500.85,25286.625,24404.52,621.777777777778,0.629556826304503,75191.995
"881","hm3-1","4","ewa","1",27,"3","39","hm",69.7,90.7,2021-11-01,"9:48:45","11:13:32",60.8,58.22,79.9,51.66,352.666666666667,416,450.75,410.333333333333,24580.8666666667,21490.56,26242.665,622.777777777778,0.658876003568243,72314.0916666667
"882","hm3-2","4","ewa","2",27,"3","39","hm",78.72,119.6,2021-11-01,"9:53:57","11:17:58",48.1,31.98,64.6,40.75,252,465,477.25,399.444444444444,19837.44,18948.75,15262.455,622.555555555556,0.641620560414064,54048.645
"883","hm3-3","4","ewa","3",27,"3","39","hm",76.88,103.8,2021-11-01,"9:58:50","11:22:51",63.4,40.18,108.2,96.76,298,303,447,365.333333333333,22910.24,29318.28,17960.46,622.666666666667,0.586723768736617,70188.98
"884","hm3-4","4","ewa","4",27,"3","39","hm",82,92.8,2021-11-01,"10:04:02","11:27:39",84.4,48.74,93.9,56.58,343.666666666667,358,376.75,361.555555555556,28180.6666666667,20255.64,18362.795,622.555555555556,0.580760306978404,66799.1016666667
"885","ul3-1","4","ewa","1",27,"3","39","ul",58.71,74.2,2021-11-01,"10:08:45","11:08:50",72.8,54.72,62.2,47.31,411.666666666667,476,419.5,429.444444444444,24168.95,22519.56,22955.04,620,0.692652329749104,69643.55
"886","ul3-2","4","ewa","2",27,"3","39","ul",57.86,74.9,2021-11-01,"10:13:24","11:32:07",55,42.75,81.4,66.69,407.666666666667,411,467.75,435.111111111111,23587.5933333333,27409.59,19996.3125,622,0.699535548410146,70993.4958333333
"887","ul3-3","4","ewa","3",27,"3","39","ul",56.15,73.9,2021-11-01,"10:17:50","11:36:41",102.5,84.84,93.5,74.76,409.666666666667,359.5,292.25,346.333333333333,23002.7833333333,26876.22,24794.49,622.111111111111,0.556706554741918,74673.4933333333
"888","ul3-4","4","ewa","4",27,"3","39","ul",51.87,66.5,2021-11-01,"10:22:39","11:41:07",77.9,65.27,91.1,76.44,430.666666666667,369,405.75,405.888888888889,22338.68,28206.36,26483.3025,622,0.652554483744194,77028.3425
"889","hm4-1","4","ewa","1",27,"4","40","hm",59.22,105.1,2021-11-01,"10:27:30","8:05:39",57.2,46.74,68.2,49.2,290,452,412.25,380.333333333333,17173.8,22238.4,19268.565,597.555555555556,0.636481963555225,58680.765
"890","hm4-2","4","ewa","2",27,"4","40","hm",95.12,145.8,2021-11-01,"10:31:50","8:10:00",68.4,38.54,68.3,48.38,144.333333333333,452,386.25,320.222222222222,13728.9866666667,21867.76,14886.075,597.555555555556,0.535886946820379,50482.8216666667
"891","hm4-3","4","ewa","3",27,"4","40","hm",91.84,153.4,2021-11-01,"10:36:15","8:14:58",158.2,62.32,66.6,53.3,108.333333333333,458.5,130.5,196,9949.33333333333,24438.05,8132.76,597.555555555556,0.328002975083674,42520.1433333333
"892","hm4-4","4","ewa","4",27,"4","40","hm",81.06,119.3,2021-11-01,"10:40:33","8:19:50",95.8,45.78,96.8,45.92,253,346,294.25,292,20508.18,15888.32,13470.765,597.666666666667,0.488566648075851,49867.265
"893","ul4-1","4","ewa","1",27,"4","40","ul",84.84,107.5,2021-11-01,"10:44:50","8:24:32",66.8,49.97,88.3,68.69,283.333333333333,380,393.5,353.777777777778,24038,26102.2,19663.195,597.777777777778,0.59182156133829,69803.395
"894","ul4-2","4","ewa","2",27,"4","40","ul",81.79,101.9,2021-11-01,"10:49:26","8:28:53",51.2,39.62,80.1,64.12,304.666666666667,415,429.75,384.777777777778,24918.6866666667,26609.8,17026.695,597.666666666667,0.643799962818368,68555.1816666667
"895","ul4-3","4","ewa","3",27,"4","40","ul",84,103.2,2021-11-01,"10:53:53","8:33:44",70.2,55.01,85.9,68.46,300,391,387,358.888888888889,25200,26767.86,21288.87,597.777777777778,0.600371747211896,73256.73
"896","ul4-4","4","ewa","4",27,"4","40","ul",78.95,98.1,2021-11-01,"10:58:22","8:38:08",54,43.32,94.6,70.98,314.666666666667,354,426,372.888888888889,24842.9333333333,25126.92,18454.32,597.666666666667,0.623907789551961,68424.1733333333
"897","hm5-1","4","ewa","1",30,"5","41","hm",66.42,108.7,2021-11-01,"11:02:58","8:42:39",39.1,43.46,69.3,51.66,276.666666666667,447,453,392.888888888889,18376.2,23092.02,19687.38,597.666666666667,0.657371258598253,61155.6
"898","hm5-2","4","ewa","2",30,"5","41","hm",107.42,151.8,2021-11-01,"11:07:23","8:47:19",57.4,45.92,81.9,49.2,117,410.5,422.25,317.888888888889,12568.14,20196.6,19389.72,597.666666666667,0.531883249674661,52154.46
"899","hm5-3","4","ewa","3",30,"5","41","hm",106.6,127.9,2021-11-01,"11:12:00","8:51:51",42.1,41.82,65.6,39.36,219.666666666667,460.5,451.25,376.111111111111,23416.4666666667,18125.28,18871.275,597.666666666667,0.629299126231642,60413.0216666667
"900","hm5-4","4","ewa","4",30,"5","41","hm",98.4,164,2021-11-01,"11:16:20","8:56:26",70.9,46.74,99.1,51.66,72,338,391.25,273,7084.8,17461.08,18287.025,597.777777777778,0.456691449814126,42832.905
"901","ul5-1","4","ewa","1",30,"5","41","ul",85.26,104.8,2021-11-01,"11:20:51","9:00:50",60.2,49.3,79.4,62.13,292.333333333333,416,419.5,376.333333333333,24924.34,25846.08,20681.35,597.777777777778,0.629553903345725,71451.77
"902","ul5-2","4","ewa","2",30,"5","41","ul",74.34,91.6,2021-11-01,"11:25:11","9:05:13",71.5,59.85,80.1,63.84,329.333333333333,415,391.5,376,24482.64,26493.6,23431.275,597.666666666667,0.629113218070273,74407.515
"903","ul5-3","4","ewa","3",30,"5","41","ul",77.28,95.3,2021-11-01,"11:30:00","9:09:40",91.4,78.96,93.5,74.76,316.333333333333,359.5,313.75,324.777777777778,24446.24,26876.22,24773.7,597.666666666667,0.543409555679494,76096.16
"904","ul5-4","4","ewa","4",30,"5","41","ul",79.38,95.5,2021-11-01,"11:34:54","9:14:08",71.7,58.71,91.7,71.53,314.666666666667,367,393.25,361.222222222222,24978.24,26251.51,23087.7075,597.666666666667,0.604387432608292,74317.4575
"905","hm6-1","4","ewa","1",30,"6","42","hm",72.16,112.4,2021-11-01,"11:39:23","9:18:52",75.6,47.56,91.5,64.78,267,367.5,382.75,340.777777777778,19266.72,23806.65,18203.59,597.666666666667,0.570180330916527,61276.96
"906","hm6-2","4","ewa","2",30,"6","42","hm",86.1,111.8,2021-11-01,"11:43:47","9:23:27",53.2,41.82,77.3,55.76,267,421.5,439,377.777777777778,22988.7,23502.84,18358.98,597.777777777778,0.631970260223048,64850.52
"907","hm6-3","4","ewa","3",30,"6","42","hm",73.8,93.3,2021-11-01,"11:48:17","9:28:02",46.9,50.84,77.2,47.56,316.333333333333,422,451.75,400,23345.4,20070.32,22966.97,597.666666666667,0.669269380925823,66382.69
"908","hm6-4","4","ewa","4",30,"6","42","hm",75.6,111.5,2021-11-01,"11:52:59","9:32:50",65.8,43.68,90.1,53.3,264,372.5,413.5,354.555555555556,19958.4,19854.25,18061.68,597.666666666667,0.593232942926194,57874.33
"909","ul6-1","4","ewa","1",30,"6","42","ul",72.11,89.4,2021-11-01,"11:57:31","9:37:29",68.9,55.58,66.3,51.68,328.666666666667,458.5,407.5,392.555555555556,23700.1533333333,23695.28,22648.85,597.777777777778,0.656691449814126,70044.2833333333
"910","ul6-2","4","ewa","2",30,"6","42","ul",77.7,95.1,2021-11-01,"12:02:03","9:42:04",62.4,56.43,75.5,60.42,306.333333333333,427.5,424.5,385.777777777778,23802.1,25829.55,23954.535,597.666666666667,0.645473136270682,73586.185
"911","ul6-3","4","ewa","3",30,"6","42","ul",82.74,98.4,2021-11-01,"12:06:40","9:46:35",83.6,68.88,93.4,75.18,296,359.5,355.75,336.666666666667,24491.04,27027.21,24504.06,597.777777777778,0.563197026022305,76022.31
"912","ul6-4","4","ewa","4",30,"6","42","ul",76.86,92.2,2021-11-01,"12:11:23","9:50:54",64.9,54.44,79.7,62.41,312.333333333333,416,420.5,383.444444444444,24005.94,25962.56,22892.02,597.666666666667,0.641569064881948,72860.52
"913","hm1-1","4","diamond","1",20,"1","43","hm",96.76,156.4,2021-11-04,"8:11:15","8:35:24",89.6,75.44,143.8,112.34,132,184.5,248.75,195.555555555556,12772.32,20726.73,18765.7,612.222222222222,0.319419237749546,52264.75
"914","hm1-2","4","diamond","2",20,"1","43","hm",74.38,111.7,2021-11-04,"8:15:55","8:39:58",92.8,82,138,101.68,262,209,235.5,238.444444444444,19487.56,21251.12,19311,612.333333333333,0.389403012157503,60049.68
"915","hm1-3","4","diamond","3",20,"1","43","hm",59.86,88.5,2021-11-04,"8:20:16","8:44:19",108.7,81.18,144.3,83.79,353,181,176.25,236.222222222222,21130.58,15165.99,14307.975,612.222222222222,0.385843920145191,50604.545
"916","hm1-4","4","diamond","4",20,"1","43","hm",62.32,79.1,2021-11-04,"8:24:37","8:48:44",94.5,49.88,145.1,71.34,395.333333333333,179.5,227.5,272.777777777778,24637.1733333333,12805.53,11347.7,612.333333333333,0.445472690981673,48790.4033333333
"917","ul1-1","4","diamond","1",20,"1","43","ul",81.9,105.7,2021-11-04,"8:29:16","8:53:08",78.5,59.85,80,62.13,283,423.5,286,315.555555555556,23177.7,26312.055,17117.1,612.222222222222,0.515426497277677,66606.855
"918","ul1-2","4","diamond","2",20,"1","43","ul",60.9,75.6,2021-11-04,"8:33:38","8:57:33",77.2,60.42,83,65.27,404.333333333333,410.5,291.25,355.444444444444,24623.9,26793.335,17597.325,612.222222222222,0.580580762250454,69014.56
"919","ul1-3","4","diamond","3",20,"1","43","ul",65.94,79.7,2021-11-04,"8:37:58","9:01:58",74.3,60.48,86.4,69.54,388,389,302,350,25584.72,27051.06,18264.96,612.333333333333,0.571584104518236,70900.74
"920","ul1-4","4","diamond","4",20,"1","43","ul",69.83,82.4,2021-11-04,"8:42:44","9:06:36",81.9,69.3,97.9,78.66,375.333333333333,348.5,277.25,325.777777777778,26209.5266666667,27413.01,19213.425,612.222222222222,0.532123411978221,72835.9616666667
"921","hm2-1","4","diamond","1",20,"2","44","hm",68.06,90.3,2021-11-04,"8:47:23","9:11:08",87.5,51.87,100,63.14,340.333333333333,341.5,259.25,304.555555555556,23163.0866666667,21562.31,13447.2975,612.222222222222,0.497459165154265,58172.6941666667
